,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
HBIO,3.30,-,15.26,-,0.59,-0.05,-,-2.70%,-6.10%,108.70%,6.20%,0.38,-2.00M,54.67%,109.39%,-1.80%,-,114.50M
EJH,0.00,-,-,-,0.06,-27.76,-,-,-4.20%,-,0.49%,-,-5.40M,-99.76%,-96.02%,-,-,63.80M
PTCT,-,-,-,-,-,-7.89,-,188.30%,-41.70%,-5.90%,0.10%,-3.00,-571.30M,61.77%,14.17%,-74.10%,-,770.40M
OMH,-,-,-,-,-,-0.12,-,-,342.50%,-,65.11%,-,-2.30M,-,15.25%,-43.50%,-,5.20M
NARI,7.74,-,199.77,-,0.00,-0.53,-,-6.80%,-7.50%,34.00%,1.40%,0.30,-28.40M,-11.59%,-5.08%,-6.90%,-,412.90M
FNWD,,,,,,,,,,,,,,,,,,
GAINN,,,,,,,,,,,,,,,,,,
FCBC,1.17,10.46,13.38,2.09,0.00,2.98,3.72%,11.60%,21.90%,28.20%,15.18%,2.33,48.90M,7.37%,-8.02%,41.20%,38.10%,118.90M
IMMX,2.32,-,-,-,0.00,-0.67,-,-62.70%,-,-85.30%,13.60%,-0.72,-9.40M,-22.44%,-13.97%,-,-,-
PPYA,,,,,,,,,,,,,,,,,,
PVBC,0.64,-,12.97,-,0.00,-1.52,-,-11.50%,11.80%,-60.80%,0.20%,0.63,-24.90M,-49.69%,12.23%,-30.50%,-,81.50M
DVOL,-,-,-,-,-,-,1.66%,-,-,-,-,-,-,-2.95%,-3.25%,-,-,-
EEFT,4.48,25.01,12.97,1.67,1.29,4.58,-,21.30%,10.30%,136.50%,3.70%,8.83,242.80M,-4.95%,21.36%,7.10%,0.00%,3.43B
UTEN,,,,,,,,,,,,,,,,,,
IESC,2.70,14.84,-,-,0.08,3.59,-,19.80%,9.50%,505.70%,2.60%,-,73.70M,69.02%,49.87%,3.20%,0.00%,2.33B
RXRX,4.05,-,-,-,0.00,-1.38,-,-57.10%,-50.50%,-4.00%,5.50%,-1.60,-248.80M,26.50%,17.64%,-,-,46.60M
SENEB,,,,,,,,,,,,,,,,,,
CFFI,0.96,6.57,-,-,0.27,8.58,3.12%,15.40%,32.90%,17.20%,1.00%,-,30.00M,13.78%,-3.33%,27.60%,19.60%,108.40M
LILAK,0.96,-,21.67,-,-,-1.37,-,-,-,-,8.57%,0.39,-,-8.15%,11.18%,-,-,4.70B
PETZ,0.56,-,-,-,0.43,-1.67,-,-92.00%,-24.20%,45.60%,39.54%,-,-6.10M,-71.50%,-22.58%,-,-,2.40M
ESGU,-,-,-,-,-,-,1.94%,-,-,-,-,-,-,2.04%,10.47%,-,-,-
LSTA,0.57,-,-,-,0.00,-11.05,-,-79.70%,-,26.00%,0.90%,-3.08,-56.20M,-43.97%,70.75%,-,-,-
FNK,-,-,-,-,-,-,1.65%,-,-,-,-,-,-,-2.10%,4.74%,-,-,-
LDEM,-,-,-,-,-,-,1.52%,-,-,-,-,-,-,-8.08%,4.64%,-,-,-
SSP,0.44,7.44,3.61,0.74,1.73,1.18,-,-,7.70%,-445.80%,5.70%,2.44,101.30M,-43.36%,-33.36%,-,0.00%,2.42B
TMC,3.50,-,-,-,0.00,-0.58,-,-240.00%,-,100.00%,7.90%,-0.06,-149.80M,-52.38%,-9.09%,-,-,-
TUR,-,-,-,-,-,-,2.43%,-,-,-,-,-,-,38.96%,-19.03%,-,-,-
CRECU,,,,,,,,,,,,,,,,,,
TTEC,2.85,19.15,12.49,-,0.00,1.87,2.91%,16.10%,9.30%,-44.20%,0.60%,2.87,88.50M,-47.17%,-18.88%,3.60%,54.40%,2.49B
CBRG,,,,,,,,,,,,,,,,,,
ALKS,5.10,-,20.63,-,0.29,-1.00,-,-15.70%,-10.00%,-14.70%,1.75%,1.50,-164.20M,9.56%,18.83%,-14.70%,-,1.12B
STSS,0.94,-,-,-,0.00,-0.51,-,-46.10%,-,3.50%,0.60%,-,-4.90M,-4.25%,-20.87%,-,-,-
SPT,18.09,-,220.42,-,0.00,-0.93,-,-35.70%,-36.60%,-3.40%,1.80%,0.21,-50.70M,-12.69%,-16.06%,-18.70%,-,271.60M
TOP,8.11,66.58,-,-,-,0.12,-,-,-,112.20%,85.59%,-,-,-,63.73%,-,0.00%,9.77M
MGPI,2.90,22.08,18.41,2.45,0.30,4.63,0.47%,-,12.00%,-17.40%,8.20%,5.55,102.20M,6.12%,-3.87%,-,9.80%,788.10M
CLGN,2.85,-,-,-,0.00,-1.50,-,-48.80%,-52.90%,7.90%,10.16%,-0.21,-16.80M,-15.28%,-9.70%,-,-,0.70M
COCO,9.77,121.30,29.07,-,0.00,0.21,-,8.70%,0.00%,192.40%,1.90%,0.90,12.30M,103.75%,88.71%,2.80%,0.00%,441.10M
WISH,0.41,-,-,-,0.00,-18.21,-,-77.10%,-83.60%,-40.60%,4.40%,-10.94,-413.00M,-87.96%,-50.86%,-86.40%,-,478.00M
GLLI,,,,,,,,,,,,,,,,,,
SMPL,2.40,27.93,20.13,3.75,0.24,1.29,-,8.90%,8.70%,38.30%,1.80%,1.78,130.50M,-7.52%,-5.55%,11.00%,0.00%,1.19B
MOTS,-,-,-,-,-,-5.26,-,-,-,50.40%,2.10%,-1.90,-18.20M,-85.35%,-10.13%,-,-,0.60M
EUFN,-,-,-,-,-,-,3.98%,-,-,-,-,-,-,2.36%,6.45%,-,-,-
SLVRU,,,,,,,,,,,,,,,,,,
SCPH,5.32,-,-,-,0.00,-1.32,-,-73.40%,-,-5.00%,0.20%,-1.08,-40.30M,132.61%,49.23%,-,-,2.10M
DALS,1.33,152.95,-,-,0.00,0.07,-,0.90%,-,372.10%,7.02%,-,1.70M,5.32%,2.53%,-,0.00%,-
WSC,6.20,32.25,19.95,-,1.85,1.46,-,-,9.10%,113.30%,1.80%,2.36,313.50M,26.70%,4.23%,-,0.00%,2.26B
LTRPB,-,89.14,-,-,-,0.35,-,-,-,-,96.14%,-,-,113.52%,24.80%,-,0.00%,1.60B
PSHG,0.02,-,-,-,0.82,-39.27,-,10.30%,14.10%,114.10%,0.18%,-,12.00M,-93.23%,-79.63%,16.00%,0.00%,75.20M
BLFY,0.67,456.09,-,-,0.02,0.02,-,0.20%,12.60%,-327.00%,1.50%,-0.43,0.60M,-13.31%,-18.37%,0.90%,0.00%,67.70M
GDST,,,,,,,,,,,,,,,,,,
LSBK,0.80,10.57,-,-,0.00,1.07,6.34%,7.80%,27.70%,57.50%,0.90%,-,6.30M,-23.62%,-5.97%,22.00%,48.40%,28.80M
EXAS,5.13,-,-,-,0.78,-2.92,-,-16.60%,-11.00%,60.00%,0.70%,-1.31,-516.70M,87.96%,77.26%,-23.50%,-,2.20B
TWLV,7.76,56.68,-,-,0.01,0.18,-,2.70%,-,-25.90%,71.43%,-,7.10M,6.12%,2.64%,-,0.00%,-
NRC,15.36,38.50,-,2.96,0.28,1.21,1.03%,42.70%,37.60%,-16.20%,0.10%,-,30.20M,26.49%,25.20%,20.20%,59.00%,149.60M
IHRT,1.21,-,4.56,-,11.66,-2.96,-,-67.30%,1.40%,-354.90%,1.90%,0.83,-438.30M,-66.73%,-38.34%,-11.30%,-,3.88B
IRON,3.17,-,-,-,0.00,-4.82,-,-35.00%,-,65.90%,0.60%,-4.14,-54.40M,182.17%,95.78%,-,-,-
CRSR,3.09,-,25.14,-,0.36,-0.60,-,-9.90%,-5.20%,80.80%,3.20%,0.77,-56.80M,18.12%,41.71%,-4.20%,-,1.35B
ALCO,0.84,-,62.59,-,0.54,-3.86,0.78%,-11.90%,-7.30%,-137.40%,5.00%,0.41,-29.30M,-40.13%,7.50%,-49.80%,121.45%,58.90M
COLM,2.52,16.90,13.38,0.53,0.00,4.67,1.52%,15.70%,15.90%,-28.50%,47.54%,5.89,290.80M,-2.18%,-9.95%,8.30%,25.60%,3.52B
NEWTZ,,,,,,,,,,,,,,,,,,
SWAG,0.70,-,-,-,0.10,-0.04,-,-2.40%,-1.80%,-38.10%,0.20%,0.00,-0.90M,-19.67%,16.66%,-1.50%,-,62.50M
PYXS,0.72,-,-,-,0.00,-3.22,-,-60.90%,-,43.90%,11.90%,-1.67,-108.60M,29.41%,129.85%,-,-,-
NLTX,0.54,-,-,-,0.00,-1.02,-,-56.70%,-,7.90%,18.20%,-0.17,-56.40M,-19.78%,56.58%,-,-,-
ACHC,2.18,22.56,18.71,2.23,0.50,3.04,-,10.10%,8.30%,8.10%,0.60%,3.67,278.30M,-2.25%,-16.62%,10.30%,0.00%,2.70B
ASCB,,,,,,,,,,,,,,,,,,
WMPN,0.73,40.16,35.71,-,0.00,0.25,1.20%,1.80%,11.70%,-75.00%,0.30%,0.28,3.30M,-14.46%,-17.49%,11.50%,48.20%,29.00M
WAVE,1.61,-,-,-,-,-0.53,-,-,-,-,4.01%,-,-,-30.16%,1.13%,-,-,-
IVCB,,,,,,,,,,,,,,,,,,
MMYT,3.52,-,29.36,-,0.27,-0.10,-,-1.30%,2.20%,236.30%,85.40%,0.95,-11.30M,-0.36%,1.05%,-1.90%,-,593.00M
FRSX,0.96,-,-,-,-,-2.33,-,-,-,-,-,-,-,-47.25%,-0.18%,-,-,-
UTAA,1.31,66.65,-,-,0.00,0.16,-,2.00%,-,563.60%,-,-,4.50M,6.26%,3.13%,-,0.00%,-
REG,1.72,27.18,27.90,-,0.62,2.24,4.27%,6.30%,4.80%,-50.10%,0.40%,2.18,384.90M,-6.24%,-2.56%,31.10%,113.50%,1.24B
BIMI,0.57,-,-,-,0.26,-8.07,-,-,-243.60%,23.80%,35.70%,-,-19.60M,-74.78%,-8.13%,-,-,12.30M
MTLS,2.32,365.93,61.75,-,0.32,0.03,-,0.60%,-1.20%,2676.90%,3.95%,0.16,1.60M,-31.10%,12.27%,0.60%,0.00%,263.60M
ARBK,4.00,-,-,-,5.52,-5.10,-,-167.30%,-153.40%,-,0.03%,-1.05,-243.30M,-80.89%,11.11%,-,-,59.30M
ZJZZT,,,,,,,,,,,,,,,,,,
PT,-,-,-,-,-,-3.15,-,67.90%,329.30%,92.70%,6.88%,-,-26.80M,-57.14%,106.12%,-,-,10.50M
RBKB,,,,,,,,,,,,,,,,,,
AKTX,5.43,-,-,-,0.00,-0.36,-,-,-,-,16.12%,-0.17,-16.80M,-85.58%,-65.33%,-,-,-
IIIV,2.54,-,13.48,-,1.74,-0.33,-,-3.40%,-1.50%,100.30%,0.20%,1.81,-7.40M,2.57%,0.12%,-2.10%,-,345.70M
SWKS,2.91,15.17,11.45,1.01,0.35,6.92,2.36%,20.20%,17.30%,-21.70%,0.20%,9.18,1.11B,-1.71%,15.23%,21.70%,34.80%,5.12B
SURF,0.61,-,-,-,0.34,-1.53,-,-87.80%,-52.00%,-356.60%,0.70%,-1.18,-89.50M,-56.88%,-6.40%,-,-,0.00M
RILYN,,,,,,,,,,,,,,,,,,
BRAC,,,,,,,,,,,,,,,,,,
SNBR,-,10.41,10.00,1.53,-,2.02,-,-10.60%,259.80%,477.50%,0.90%,2.11,46.00M,-49.70%,-18.82%,2.20%,0.00%,2.11B
RBCAA,1.08,10.44,11.25,1.04,0.00,4.56,3.14%,10.70%,22.00%,0.00%,1.90%,4.23,91.30M,2.17%,16.30%,32.50%,30.60%,281.00M
BKR,2.10,-,14.95,-,0.45,-0.11,2.48%,-0.70%,0.60%,645.00%,0.15%,2.05,-98.00M,-18.68%,3.76%,-0.40%,-,22.04B
IBOC,1.40,8.71,-,0.87,0.06,5.58,2.59%,16.90%,17.60%,93.70%,4.10%,-,348.40M,14.39%,6.14%,56.40%,21.50%,617.50M
LDSF,-,-,-,-,-,-,3.30%,-,-,-,-,-,-,-2.60%,0.57%,-,-,-
CFSB,,,,,,,,,,,,,,,,,,
THRN,1.74,24.79,7.98,-,0.22,0.19,-,7.50%,7.80%,-108.00%,6.40%,0.60,10.30M,-17.35%,32.51%,4.30%,0.00%,239.30M
GH,-,-,-,-,-,-6.50,-,-530.40%,-46.00%,-7.50%,0.10%,-3.96,-664.90M,-15.84%,20.74%,-,-,482.20M
FCEF,-,-,-,-,-,-,7.36%,-,-,-,-,-,-,-11.05%,-0.78%,-,-,-
JAKK,1.62,2.68,5.04,0.18,0.21,8.65,-,75.40%,47.90%,-32.80%,0.70%,4.59,88.50M,76.66%,32.42%,11.30%,0.00%,782.80M
AYTU,0.15,-,-,-,0.61,-206.58,-,-69.20%,-173.10%,94.60%,4.50%,-0.57,-32.30M,-84.31%,-57.67%,-31.00%,-,104.10M
PNQI,-,-,-,-,-,-,-,-,-,-,-,-,-,11.02%,32.83%,-,-,-
CCAIU,,,,,,,,,,,,,,,,,,
VERB,0.70,-,-,-,0.83,-13.17,-,-277.90%,-,56.60%,7.70%,-3.15,-36.40M,-92.41%,-78.82%,-,-,9.00M
ALVR,2.81,-,-,-,0.00,-2.04,-,-80.10%,-,35.60%,21.90%,-1.97,-166.00M,50.00%,13.45%,-,-,-
IOACU,,,,,,,,,,,,,,,,,,
ABCM,4.24,-,-,-,0.31,-0.05,-,-1.20%,-0.30%,-207.00%,6.55%,-,-10.60M,12.09%,8.42%,-2.40%,-,453.00M
HBNC,0.67,5.34,7.00,-,2.03,2.02,5.95%,13.10%,22.40%,-22.70%,1.10%,1.54,88.10M,-40.26%,-28.65%,34.40%,31.20%,255.70M
ZVSA,0.04,-,-,-,0.00,-2.60,-,-56.30%,-,4.60%,54.99%,-,-23.90M,-,-75.90%,-,-,-
MPB,0.80,7.48,7.60,-,0.12,3.44,3.11%,10.80%,22.80%,-0.80%,1.70%,3.38,54.70M,-7.89%,-14.25%,30.70%,23.30%,178.20M
AGBA,31.40,-,-,-,2.17,-0.98,-,-,-327.30%,-356.90%,91.30%,-,-56.10M,-85.77%,1.95%,-,-,40.10M
STHO,-,-,-,-,-,-,-,-,-,-,0.28%,-,-,-,-21.75%,-,-,148.50M
RGC,18.71,-,-,-,0.00,-0.59,-,-100.00%,-,-368.40%,88.76%,-,-7.40M,-26.30%,-10.79%,-,-,-
GHRS,2.66,-,-,-,0.00,-0.53,-,-10.90%,-,-89.80%,40.39%,-1.27,-27.60M,22.94%,27.37%,-,-,-
SUSB,-,-,-,-,-,-,2.24%,-,-,-,-,-,-,-1.75%,0.32%,-,-,-
HLTH,0.14,-,-,-,0.01,-1.31,-,-20.30%,-33.80%,-190.60%,12.80%,-1.08,-194.10M,-89.22%,-74.27%,-26.50%,-,483.50M
VCSH,-,-,-,-,-,-,2.51%,-,-,-,-,-,-,-1.81%,0.41%,-,-,-
WTFC,0.96,8.27,7.70,0.83,0.27,8.72,2.22%,12.20%,21.70%,35.10%,1.10%,9.37,534.50M,-19.24%,-14.60%,26.00%,16.00%,2.06B
IUS,-,-,-,-,-,-,1.69%,-,-,-,-,-,-,0.85%,7.34%,-,-,-
GABC,1.49,9.65,11.78,1.07,0.00,3.17,3.26%,16.80%,27.80%,128.70%,0.60%,2.60,93.60M,-18.69%,-17.88%,40.70%,29.60%,230.10M
ZVZZT,,,,,,,,,,,,,,,,,,
FRME,0.85,7.57,7.59,1.08,0.00,3.97,4.53%,11.90%,21.70%,18.10%,1.20%,3.96,235.70M,-25.99%,-26.90%,33.60%,32.10%,701.90M
PBAXU,,,,,,,,,,,,,,,,,,
CBFV,0.87,8.27,7.36,0.83,0.12,2.42,5.00%,11.00%,29.10%,39.20%,0.70%,2.72,12.40M,-10.99%,-6.67%,24.10%,40.10%,51.30M
QQXT,-,-,-,-,-,-,0.82%,-,-,-,-,-,-,8.65%,6.81%,-,-,-
MNDO,1.89,7.66,-,-,0.00,0.25,12.44%,23.50%,21.80%,-10.80%,55.80%,-,5.10M,-30.32%,-8.10%,24.00%,101.90%,21.30M
AEIS,3.65,20.47,18.04,2.05,0.34,5.22,0.37%,19.00%,14.00%,-13.90%,0.10%,5.92,196.80M,29.96%,24.56%,10.30%,5.80%,1.87B
SLNO,20.50,-,-,-,0.00,-3.13,-,-220.20%,-,17.60%,2.70%,-1.35,-26.70M,129.55%,189.90%,-,-,-
CAKE,5.54,35.84,10.00,1.00,1.56,0.95,3.17%,15.00%,6.50%,24.10%,6.94%,3.41,48.00M,7.57%,7.60%,1.40%,111.40%,3.38B
VMEO,1.93,-,-,-,0.00,-0.33,-,-15.30%,-24.00%,97.40%,0.10%,-0.22,-53.70M,-50.65%,21.57%,-12.50%,-,428.30M
WLGS,-,-,-,-,-,-0.04,-,48.00%,128.30%,-314.70%,-,-,-0.60M,-,-37.74%,-14.30%,-,4.20M
SLDB,0.67,-,-,-,0.01,-8.90,-,-51.80%,-41.20%,54.50%,1.80%,-3.72,-90.70M,-30.33%,16.54%,-,-,6.20M
NB,-,-,-,-,-,-0.50,-,-,-,-,8.04%,-,-13.80M,-38.51%,-32.16%,-,-,-
BTWN,2.47,97.14,-,-,0.01,0.10,-,3.40%,-,-178.20%,-,-,11.70M,3.13%,2.93%,-,0.00%,-
MRKR,1.07,-,-,-,0.00,-2.96,-,-116.00%,-154.00%,52.20%,12.82%,-,-25.00M,-27.37%,-26.66%,-,-,12.80M
XEL,2.11,19.89,17.89,3.11,1.48,3.23,3.23%,10.80%,6.20%,8.80%,0.10%,3.60,1.77B,-13.92%,-8.27%,11.30%,60.30%,15.64B
QSG,-,-,-,-,-,-1.12,-,-,32.20%,-,1.04%,-,-,-,-30.51%,-,-,389.90M
CENN,0.35,-,-,-,0.00,-0.13,-,-,-6.20%,98.50%,37.12%,-,-,-85.09%,-28.48%,-,-,11.16M
DISH,0.23,2.37,-,-,1.18,3.28,-,12.00%,3.30%,-48.70%,0.40%,-0.01,2.09B,-63.85%,-44.59%,12.80%,0.00%,16.31B
CHRW,7.90,14.81,19.56,19.36,1.41,6.21,2.66%,48.60%,30.30%,-53.20%,0.30%,4.70,785.10M,-15.95%,0.37%,3.50%,36.80%,22.49B
MGOL,5.02,-,-,-,0.00,-0.46,-,-300.50%,377.00%,-111.30%,57.77%,-,-3.10M,-,-50.32%,-,-,1.30M
HSCS,-,-,-,-,-,-0.81,-,-,-,52.80%,23.54%,-1.03,-6.80M,-,21.44%,-,-,0.01M
BCEL,0.71,-,-,-,0.00,-2.40,-,-106.40%,-,17.90%,0.60%,-1.62,-93.30M,-36.78%,37.40%,-,-,-
CFIV,2.54,580.56,-,-,0.05,0.02,-,2.20%,-,-51.80%,0.02%,-,6.40M,5.98%,2.25%,-,0.00%,-
LCFY,2.50,-,-,-,0.15,-5.80,-,-,-73.10%,-,28.73%,-,-5.10M,-57.95%,38.99%,-,-,3.50M
IJT,-,-,-,-,-,-,1.27%,-,-,-,-,-,-,-1.50%,6.20%,-,-,-
RMGC,,,,,,,,,,,,,,,,,,
SBT,0.88,-,28.26,-,0.21,-0.40,-,-6.20%,21.70%,-109.60%,48.44%,0.20,-20.00M,-9.23%,-9.52%,-19.10%,-,104.40M
ZING,1.46,98.95,-,-,0.00,0.10,-,1.30%,-,608.30%,4.23%,-,5.00M,6.13%,3.18%,-,0.00%,-
MEIP,1.43,-,-,-,0.00,-5.69,-,-87.80%,-144.10%,-76.70%,0.54%,-6.83,-37.90M,-31.72%,51.27%,-64.40%,-,58.80M
INPX,0.32,-,-,-,1.95,-28.13,-,-250.90%,-123.70%,88.60%,0.88%,-,-74.20M,-98.41%,-88.24%,-,-,17.30M
IMBI,0.16,-,-,-,5.44,-2.57,-,-74.90%,-4.50%,-64.00%,14.45%,-0.68,-70.00M,-89.42%,-70.23%,-7.20%,-,544.60M
DAIO,2.03,50.45,29.93,-,0.00,0.09,-,4.30%,-7.50%,105.00%,7.51%,0.15,0.80M,35.24%,13.10%,3.00%,0.00%,26.50M
EBET,0.19,-,-,-,1.29,-2.28,-,-153.10%,-60.30%,72.70%,0.10%,-,-38.30M,-94.23%,-64.82%,-65.50%,-,58.40M
GEN,5.18,8.39,7.43,0.60,4.44,2.12,2.81%,109.90%,14.70%,598.60%,8.30%,2.39,1.35B,-27.91%,-17.08%,40.40%,23.30%,3.34B
MNMD,1.06,-,-,-,-,-1.77,-,-,-,-,14.72%,-1.84,-,-75.19%,64.55%,-,-,-
AMKR,1.76,10.22,11.68,-,0.34,2.60,1.13%,18.20%,16.30%,-73.50%,6.10%,2.27,640.50M,29.48%,10.80%,9.20%,9.60%,6.97B
NDAQ,4.53,24.74,19.67,5.65,0.83,2.31,1.54%,19.00%,10.50%,7.80%,0.30%,2.90,1.14B,11.06%,-7.01%,18.40%,34.30%,6.22B
IRAAU,,,,,,,,,,,,,,,,,,
CASY,3.11,18.11,20.20,1.93,0.64,12.02,0.70%,18.50%,10.10%,55.50%,0.30%,10.78,450.40M,5.00%,-2.97%,3.00%,12.10%,15.22B
AVGR,-,-,-,-,-,-3.12,-,-672.60%,-87.20%,69.40%,0.20%,-0.68,-21.70M,-67.01%,-47.47%,-,-,8.30M
NRBO,0.64,-,-,-,0.00,-7.93,-,-96.10%,-,97.00%,0.10%,-0.57,-13.70M,-96.78%,-32.70%,-,-,-
OMEX,-,257.14,-,-,-,0.01,-,-7.10%,-118.40%,245.70%,2.10%,-0.93,1.70M,0.84%,-7.22%,-,0.00%,1.30M
ZTEK,6.38,-,-,-,-,-0.13,-,-,-,-,5.02%,-,-,-16.02%,7.02%,-,-,0.22M
LSAK,1.19,-,-,-,1.02,-0.64,-,-15.50%,-9.20%,-61.20%,2.00%,-0.11,-38.30M,-18.49%,-14.73%,-6.40%,-,516.60M
HUMA,5.29,-,-,-,0.61,-0.28,-,-25.30%,-50.70%,-85.90%,20.10%,-0.90,-29.10M,-9.72%,98.10%,-,-,1.30M
JCSE,0.72,9.84,-,-,0.71,0.06,-,11.60%,5.00%,-57.00%,75.10%,-,0.90M,-95.80%,-15.75%,6.40%,0.00%,13.80M
MIRM,7.62,-,-,-,0.00,-3.65,-,-91.80%,-87.90%,31.60%,0.70%,-1.18,-129.20M,17.60%,46.49%,-,-,95.80M
GMGI,2.51,-,21.00,-,0.00,-0.04,-,-3.80%,-0.80%,-236.20%,39.80%,0.11,-1.00M,-55.83%,-9.06%,-2.70%,-,37.90M
FTAIO,,,,,,,,,,,,,,,,,,
DICE,2.81,-,-,-,0.00,-2.18,-,-22.00%,-,-8.90%,3.32%,-3.42,-90.90M,125.43%,4.26%,-,-,-
QQEW,-,-,-,-,-,-,0.57%,-,-,-,-,-,-,7.83%,15.59%,-,-,-
QLI,0.57,28.13,-,-,0.03,0.03,-,2.00%,3.50%,-80.90%,77.45%,-,1.10M,-42.70%,17.70%,1.70%,0.00%,64.90M
POWI,6.91,40.60,32.39,-,0.00,2.27,0.82%,17.70%,22.20%,-84.50%,0.70%,2.85,131.50M,11.32%,28.57%,22.90%,31.90%,575.30M
USMC,-,-,-,-,-,-,1.50%,-,-,-,-,-,-,5.98%,16.06%,-,-,-
RIVN,1.01,-,-,-,0.00,-7.08,-,-44.30%,-45.60%,18.00%,0.10%,-3.40,-6508.00M,-52.31%,-25.01%,-,-,2.22B
MNPR,1.37,-,-,-,0.00,-0.82,-,-91.10%,-,4.70%,2.90%,-0.45,-10.50M,-54.97%,-60.67%,-,-,-
RFAC,-,520.50,-,-,-,0.02,-,-,-,-,4.93%,-,0.30M,-,2.97%,-,0.00%,-
TECH,6.85,49.22,34.16,4.64,0.20,1.67,0.39%,15.10%,13.20%,17.20%,0.80%,2.41,271.20M,-9.47%,-0.76%,24.10%,18.50%,1.12B
SRZN,0.31,-,-,-,0.00,-1.28,-,-55.30%,-58.30%,-109.30%,8.16%,-0.56,-42.40M,-74.67%,11.02%,-,-,12.50M
EBTC,1.25,9.01,-,-,0.19,3.55,2.88%,15.00%,38.80%,4.00%,10.90%,-,43.20M,-3.76%,-9.43%,25.10%,23.70%,172.30M
BEEM,5.43,-,-,-,0.00,-2.10,-,-76.80%,-85.00%,-53.30%,2.70%,-0.14,-21.20M,-25.85%,-33.49%,-68.00%,-,31.20M
APTMU,,,,,,,,,,,,,,,,,,
MACK,9.22,-,-,-,0.00,-0.12,-,-10.30%,-,-93.20%,1.21%,-,-1.70M,139.42%,8.64%,-,-,-
ITCI,9.87,-,-,-,0.00,-2.41,-,-33.90%,-40.20%,40.50%,0.10%,-0.62,-228.20M,11.91%,23.07%,-73.50%,-,310.60M
MLAB,1.87,817.08,77.99,-,0.47,0.17,0.47%,0.20%,0.80%,133.40%,3.50%,1.76,0.90M,-34.88%,-17.41%,0.40%,373.50%,219.10M
VIGL,2.25,-,-,-,0.00,-2.12,-,-40.60%,-,10.70%,10.15%,-2.45,-72.80M,228.95%,-20.00%,-,-,-
ILMN,4.78,-,63.65,-,0.33,-28.58,-,-58.90%,-45.50%,-96.50%,0.10%,3.18,-4487.00M,-10.71%,0.06%,-,-,4.45B
WINV,,,,,,,,,,,,,,,,,,
CYTO,-,-,-,-,-,-32.18,-,-326.70%,1068.70%,-95.60%,7.10%,-,-29.30M,-94.50%,-83.68%,-,-,0.30M
MEGL,2.29,-,-,-,0.00,-0.02,-,-10.30%,-3.40%,-223.50%,62.23%,-,-0.50M,-,51.16%,-34.30%,-,1.40M
SMH,-,-,-,-,-,-,0.83%,-,-,-,-,-,-,19.46%,42.41%,-,-,-
FNY,-,-,-,-,-,-,0.35%,-,-,-,-,-,-,-0.12%,10.98%,-,-,-
TDSE,-,-,-,-,-,-,1.76%,-,-,-,-,-,-,-5.13%,0.50%,-,-,-
NXTP,0.17,-,-,-,0.17,-2.91,-,-74.20%,-43.90%,68.90%,1.30%,-,-34.30M,-68.50%,-49.34%,-,-,2.90M
HILS,1.25,-,-,-,0.00,-0.71,-,-132.00%,-,16.10%,25.50%,-0.17,-8.20M,-47.55%,-9.85%,-,-,-
NZAC,-,-,-,-,-,-,1.67%,-,-,-,-,-,-,1.76%,9.77%,-,-,-
SPTN,1.07,23.92,9.34,2.63,0.66,0.95,3.80%,7.10%,4.40%,-97.20%,0.10%,2.42,34.10M,-34.27%,-25.10%,0.60%,39.20%,9.64B
TDSD,-,-,-,-,-,-,1.17%,-,-,-,-,-,-,-3.55%,2.30%,-,-,-
PSNL,0.52,-,-,-,0.01,-2.46,-,-49.50%,-52.40%,2.20%,2.40%,-1.88,-113.80M,-38.00%,9.60%,-,-,68.70M
WRAP,1.77,-,-,-,0.00,-0.39,-,-57.20%,-65.40%,26.80%,15.00%,-,-16.20M,-52.36%,-40.24%,-,-,7.20M
FULT,0.91,7.87,8.12,0.98,0.22,1.68,4.54%,12.00%,23.70%,2.40%,0.30%,1.63,280.80M,-16.22%,-21.45%,28.60%,35.40%,981.70M
TBIL,-,-,-,-,-,-,5.03%,-,-,-,-,-,-,-,0.14%,-,-,-
PWFL,1.31,-,11.73,-,0.23,-0.12,-,-5.00%,-7.70%,184.00%,2.00%,0.28,-4.30M,32.65%,20.82%,-3.20%,-,134.80M
USIO,2.89,-,8.60,-,0.01,-0.19,-,-26.50%,-39.20%,100.70%,26.40%,0.24,-3.80M,-20.00%,26.06%,-5.30%,-,72.80M
OTEC,4.78,-,-,-,0.07,-0.41,-,-6.50%,-,-167.90%,-,-,-3.50M,10.22%,3.32%,-,0.00%,-
TOI,0.36,-,-,-,0.00,-0.55,-,-,-40.00%,-257.00%,2.70%,-0.59,-40.20M,-93.49%,-70.91%,-,0.00%,273.50M
MACAU,,,,,,,,,,,,,,,,,,
CGABL,,,,,,,,,,,,,,,,,,
WILC,1.20,16.80,-,1.12,0.01,0.75,7.22%,6.90%,5.80%,-20.50%,58.00%,-,10.40M,-27.91%,-4.64%,7.30%,408.30%,142.10M
VBFC,0.92,7.28,-,-,0.23,5.44,1.62%,13.20%,31.80%,-16.00%,4.20%,-,8.00M,-14.80%,-23.85%,27.90%,11.00%,28.80M
